,Line,Species,ABS,time,regime,media,Time,CO2history,assayCO2,transplant,replicate,type,days,generations
219,C,Nitzschia,0.1788,02-28-2012 11:30:00,2,liquid,0.720578704,ambient,ambient,8,NA,microplate,413.7208333,785.34
220,D,Nitzschia,0.1503,02-28-2012 11:30:00,2,liquid,0.720578704,high,ambient,8,NA,microplate,413.7208333,785.34
221,E,Nitzschia,0.1611,02-28-2012 11:30:00,2,liquid,0.720578704,high,ambient,8,NA,microplate,413.7208333,785.34
222,F,Nitzschia,0.1593,02-28-2012 11:30:00,2,liquid,0.720578704,high,ambient,8,NA,microplate,413.7208333,785.34
223,A,Scenedesmus,0.1508,02-28-2012 11:30:00,2,liquid,0.720578704,ambient,ambient,8,NA,microplate,413.7208333,785.34
224,B,Scenedesmus,0.1624,02-28-2012 11:30:00,2,liquid,0.720578704,ambient,ambient,8,NA,microplate,413.7208333,785.34
225,C,Scenedesmus,0.1948,02-28-2012 11:30:00,2,liquid,0.720578704,ambient,ambient,8,NA,microplate,413.7208333,785.34
226,D,Scenedesmus,0.1652,02-28-2012 11:30:00,2,liquid,0.720578704,high,ambient,8,NA,microplate,413.7208333,785.34
227,E,Scenedesmus,0.1752,02-28-2012 11:30:00,2,liquid,0.720578704,high,ambient,8,NA,microplate,413.7208333,785.34
228,F,Scenedesmus,0.1658,02-28-2012 11:30:00,2,liquid,0.720578704,high,ambient,8,NA,microplate,413.7208333,785.34
229,A,Pseudokirchneriella,0.1773,02-28-2012 11:30:00,2,liquid,0.720578704,ambient,ambient,8,NA,microplate,413.7208333,785.34
230,B,Pseudokirchneriella,0.1812,02-28-2012 11:30:00,2,liquid,0.720578704,ambient,ambient,8,NA,microplate,413.7208333,785.34
231,C,Pseudokirchneriella,0.1847,02-28-2012 11:30:00,2,liquid,0.720578704,ambient,ambient,8,NA,microplate,413.7208333,785.34
232,D,Pseudokirchneriella,0.1701,02-28-2012 11:30:00,2,liquid,0.720578704,high,ambient,8,NA,microplate,413.7208333,785.34
233,E,Pseudokirchneriella,0.1882,02-28-2012 11:30:00,2,liquid,0.720578704,high,ambient,8,NA,microplate,413.7208333,785.34
234,F,Pseudokirchneriella,0.1434,02-28-2012 11:30:00,2,liquid,0.720578704,high,ambient,8,NA,microplate,413.7208333,785.34
235,A,Synechococcus,0.191,02-28-2012 11:30:00,2,liquid,0.720578704,ambient,ambient,8,NA,microplate,413.7208333,785.34
236,B,Synechococcus,0.1686,02-28-2012 11:30:00,2,liquid,0.720578704,ambient,ambient,8,NA,microplate,413.7208333,785.34
237,C,Synechococcus,0.1829,02-28-2012 11:30:00,2,liquid,0.720578704,ambient,ambient,8,NA,microplate,413.7208333,785.34
238,D,Synechococcus,0.1628,02-28-2012 11:30:00,2,liquid,0.720578704,high,ambient,8,NA,microplate,413.7208333,785.34
239,E,Synechococcus,0.1637,02-28-2012 11:30:00,2,liquid,0.720578704,high,ambient,8,NA,microplate,413.7208333,785.34
240,F,Synechococcus,0.173,02-28-2012 11:30:00,2,liquid,0.720578704,high,ambient,8,NA,microplate,413.7208333,785.34
241,A,Anabaena,0.1698,02-28-2012 11:30:00,2,liquid,0.720578704,ambient,ambient,8,NA,microplate,413.7208333,785.34
242,B,Anabaena,0.1617,02-28-2012 11:30:00,2,liquid,0.720578704,ambient,ambient,8,NA,microplate,413.7208333,785.34
243,C,Anabaena,0.1441,02-28-2012 11:30:00,2,liquid,0.720578704,ambient,ambient,8,NA,microplate,413.7208333,785.34
244,D,Anabaena,0.1324,02-28-2012 11:30:00,2,liquid,0.720578704,high,ambient,8,NA,microplate,413.7208333,785.34
245,E,Anabaena,0.1373,02-28-2012 11:30:00,2,liquid,0.720578704,high,ambient,8,NA,microplate,413.7208333,785.34
246,F,Anabaena,0.139,02-28-2012 11:30:00,2,liquid,0.720578704,high,ambient,8,NA,microplate,413.7208333,785.34
247,A,Chlamydomonas,0.1637,02-28-2012 11:30:00,2,liquid,0.720578704,ambient,ambient,8,NA,microplate,413.7208333,785.34
248,B,Chlamydomonas,0.1481,02-28-2012 11:30:00,2,liquid,0.720578704,ambient,ambient,8,NA,microplate,413.7208333,785.34
249,C,Chlamydomonas,0.1694,02-28-2012 11:30:00,2,liquid,0.720578704,ambient,ambient,8,NA,microplate,413.7208333,785.34
250,D,Chlamydomonas,0.1442,02-28-2012 11:30:00,2,liquid,0.720578704,high,ambient,8,NA,microplate,413.7208333,785.34
251,E,Chlamydomonas,0.1641,02-28-2012 11:30:00,2,liquid,0.720578704,high,ambient,8,NA,microplate,413.7208333,785.34
252,F,Chlamydomonas,0.155,02-28-2012 11:30:00,2,liquid,0.720578704,high,ambient,8,NA,microplate,413.7208333,785.34
253,A,Navicula,0.1556,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
254,B,Navicula,0.1536,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
255,C,Navicula,0.1523,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
256,D,Navicula,0.1446,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
257,E,Navicula,0.1557,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
258,F,Navicula,0.1488,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
259,A,Nitzschia,0.1507,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
260,B,Nitzschia,0.1477,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
261,C,Nitzschia,0.1504,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
262,D,Nitzschia,0.1454,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
263,E,Nitzschia,0.1588,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
264,F,Nitzschia,0.1532,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
265,A,Scenedesmus,0.1756,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
266,B,Scenedesmus,0.1574,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
267,C,Scenedesmus,0.1776,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
268,D,Scenedesmus,0.1781,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
269,E,Scenedesmus,0.1771,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
270,F,Scenedesmus,0.1526,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
271,A,Pseudokirchneriella,0.1934,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
272,B,Pseudokirchneriella,0.1736,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
273,C,Pseudokirchneriella,0.1839,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
274,D,Pseudokirchneriella,0.1898,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
275,E,Pseudokirchneriella,0.2056,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
276,F,Pseudokirchneriella,0.1667,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
277,A,Synechococcus,0.1668,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
278,B,Synechococcus,0.1614,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
279,C,Synechococcus,0.1637,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
280,D,Synechococcus,0.1519,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
281,E,Synechococcus,0.158,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
282,F,Synechococcus,0.1607,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
283,A,Anabaena,0.1767,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
284,B,Anabaena,0.1722,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
285,C,Anabaena,0.1838,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
286,D,Anabaena,0.1574,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
287,E,Anabaena,0.1627,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
288,F,Anabaena,0.168,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
289,A,Chlamydomonas,0.1522,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
290,B,Chlamydomonas,0.1531,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
291,C,Chlamydomonas,0.1763,02-28-2012 11:10:00,2,liquid,0.707025463,ambient,high,8,NA,microplate,413.7069444,785.32
292,D,Chlamydomonas,0.1584,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
293,E,Chlamydomonas,0.1736,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
294,F,Chlamydomonas,0.1638,02-28-2012 11:10:00,2,liquid,0.707025463,high,high,8,NA,microplate,413.7069444,785.32
295,A,Navicula,0.1547,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
296,B,Navicula,0.1496,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
297,C,Navicula,0.154,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
298,D,Navicula,0.1403,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
299,E,Navicula,0.1519,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
300,F,Navicula,0.1483,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
301,A,Nitzschia,0.1653,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
302,B,Nitzschia,0.1618,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
303,C,Nitzschia,0.1739,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
304,D,Nitzschia,0.1586,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
305,E,Nitzschia,0.1798,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
306,F,Nitzschia,0.1607,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
307,A,Scenedesmus,0.1488,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
308,B,Scenedesmus,0.1614,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
309,C,Scenedesmus,0.2051,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
310,D,Scenedesmus,0.1664,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
311,E,Scenedesmus,0.1839,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
312,F,Scenedesmus,0.1509,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
313,A,Pseudokirchneriella,0.1704,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
314,B,Pseudokirchneriella,0.1748,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
315,C,Pseudokirchneriella,0.1792,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
316,D,Pseudokirchneriella,0.1686,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
317,E,Pseudokirchneriella,0.1924,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
318,F,Pseudokirchneriella,0.1387,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
319,A,Synechococcus,0.1896,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
320,B,Synechococcus,0.1866,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
321,C,Synechococcus,0.1993,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
322,D,Synechococcus,0.1778,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
323,E,Synechococcus,0.1773,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
324,F,Synechococcus,0.1549,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
325,A,Anabaena,0.1774,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
326,B,Anabaena,0.178,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
327,C,Anabaena,0.1692,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
328,D,Anabaena,0.1603,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
329,E,Anabaena,0.158,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
330,F,Anabaena,0.1382,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
331,A,Chlamydomonas,0.1764,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
332,B,Chlamydomonas,0.1668,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
333,C,Chlamydomonas,0.1721,02-28-2012 11:15:00,2,liquid,0.710439815,ambient,low,8,NA,microplate,413.7104167,785.32
334,D,Chlamydomonas,0.1552,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
335,E,Chlamydomonas,0.1628,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
336,F,Chlamydomonas,0.1483,02-28-2012 11:15:00,2,liquid,0.710439815,high,low,8,NA,microplate,413.7104167,785.32
337,A,Navicula,0.1567,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
338,B,Navicula,0.1494,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
339,C,Navicula,0.1569,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
340,D,Navicula,0.1447,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
341,E,Navicula,0.1567,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
342,F,Navicula,0.1577,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
343,A,Nitzschia,0.1644,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
344,B,Nitzschia,0.153,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
345,C,Nitzschia,0.1739,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
346,D,Nitzschia,0.1537,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
347,E,Nitzschia,0.1696,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
348,F,Nitzschia,0.165,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
349,A,Scenedesmus,0.1599,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
350,B,Scenedesmus,0.17,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
351,C,Scenedesmus,0.1986,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
352,D,Scenedesmus,0.1777,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
353,E,Scenedesmus,0.1828,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
354,F,Scenedesmus,0.1826,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
355,A,Pseudokirchneriella,0.1883,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
356,B,Pseudokirchneriella,0.1753,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
357,C,Pseudokirchneriella,0.1811,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
358,D,Pseudokirchneriella,0.1723,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
359,E,Pseudokirchneriella,0.1922,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
360,F,Pseudokirchneriella,0.1486,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
361,A,Synechococcus,0.2002,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
362,B,Synechococcus,0.1771,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
363,C,Synechococcus,0.1961,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
364,D,Synechococcus,0.168,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
365,E,Synechococcus,0.1762,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
366,F,Synechococcus,0.1811,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
367,A,Anabaena,0.1709,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
368,B,Anabaena,0.1688,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
369,C,Anabaena,0.1508,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
370,D,Anabaena,0.1382,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
371,E,Anabaena,0.1444,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
372,F,Anabaena,0.1423,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
373,A,Chlamydomonas,0.1758,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
374,B,Chlamydomonas,0.171,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
375,C,Chlamydomonas,0.2026,02-28-2012 14:45:00,2,liquid,0.856458333,ambient,ambient,8,NA,microplate,413.85625,785.6
376,D,Chlamydomonas,0.162,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
377,E,Chlamydomonas,0.1784,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
378,F,Chlamydomonas,0.1776,02-28-2012 14:45:00,2,liquid,0.856458333,high,ambient,8,NA,microplate,413.85625,785.6
379,A,Navicula,0.161,02-28-2012 14:34:00,2,liquid,0.848796296,ambient,high,8,NA,microplate,413.8486111,785.59
380,B,Navicula,0.157,02-28-2012 14:34:00,2,liquid,0.848796296,ambient,high,8,NA,microplate,413.8486111,785.59
381,C,Navicula,0.1601,02-28-2012 14:34:00,2,liquid,0.848796296,ambient,high,8,NA,microplate,413.8486111,785.59
382,D,Navicula,0.1486,02-28-2012 14:34:00,2,liquid,0.848796296,high,high,8,NA,microplate,413.8486111,785.59
383,E,Navicula,0.1616,02-28-2012 14:34:00,2,liquid,0.848796296,high,high,8,NA,microplate,413.8486111,785.59
384,F,Navicula,0.1549,02-28-2012 14:34:00,2,liquid,0.848796296,high,high,8,NA,microplate,413.8486111,785.59
385,A,Nitzschia,0.1524,02-28-2012 14:34:00,2,liquid,0.848796296,ambient,high,8,NA,microplate,413.8486111,785.59
386,B,Nitzschia,0.1759,02-28-2012 14:34:00,2,liquid,0.848796296,ambient,high,8,NA,microplate,413.8486111,785.59
387,C,Nitzschia,0.1871,02-28-2012 14:34:00,2,liquid,0.848796296,ambient,high,8,NA,microplate,413.8486111,785.59
388,D,Nitzschia,0.1807,02-28-2012 14:34:00,2,liquid,0.848796296,high,high,8,NA,microplate,413.8486111,785.59
389,E,Nitzschia,0.1992,02-28-2012 14:34:00,2,liquid,0.848796296,high,high,8,NA,microplate,413.8486111,785.59
390,F,Nitzschia,0.1656,02-28-2012 14:34:00,2,liquid,0.848796296,high,high,8,NA,microplate,413.8486111,785.59
391,A,Scenedesmus,0.1952,02-28-2012 14:34:00,2,liquid,0.848796296,ambient,high,8,NA,microplate,413.8486111,785.59
392,B,Scenedesmus,0.195,02-28-2012 14:34:00,2,liquid,0.848796296,ambient,high,8,NA,microplate,413.8486111,785.59
393,C,Scenedesmus,0.2299,02-28-2012 14:34:00,2,liquid,0.848796296,ambient,high,8,NA,microplate,413.8486111,785.59
394,D,Scenedesmus,0.2316,02-28-2012 14:34:00,2,liquid,0.848796296,high,high,8,NA,microplate,413.8486111,785.59
395,E,Scenedesmus,0.228,02-28-2012 14:34:00,2,liquid,0.848796296,high,high,8,NA,microplate,413.8486111,785.59
396,F,Scenedesmus,0.1751,02-28-2012 14:34:00,2,liquid,0.848796296,high,high,8,NA,microplate,413.8486111,785.59
397,A,Pseudokirchneriella,0.2046,02-28-2012 14:34:00,2,liquid,0.848796296,ambient,high,8,NA,microplate,413.8486111,785.59
398,B,Pseudokirchneriella,0.2084,02-28-2012 14:34:00,2,liquid,0.848796296,ambient,high,8,NA,microplate,413.8486111,785.59
399,C,Pseudokirchneriella,0.244,02-28-2012 14:34:00,2,liquid,0.848796296,ambient,high,8,NA,microplate,413.8486111,785.59
400,D,Pseudokirchneriella,0.2299,02-28-2012 14:34:00,2,liquid,0.848796296,high,high,8,NA,microplate,413.8486111,785.59
401,E,Pseudokirchneriella,0.2327,02-28-2012 14:34:00,2,liquid,0.848796296,high,high,8,NA,microplate,413.8486111,785.59
402,F,Pseudokirchneriella,0.175,02-28-2012 14:34:00,2,liquid,0.848796296,high,high,8,NA,microplate,413.8486111,785.59
403,A,Synechococcus,0.1804,02-28-2012 14:34:00,2,liquid,0.848796296,ambient,high,8,NA,microplate,413.8486111,785.59
404,B,Synechococcus,0.201,02-28-2012 14:34:00,2,liquid,0.848796296,ambient,high,8,NA,microplate,413.8486111,785.59
405,C,Synechococcus,0.217,02-28-2012 14:34:00,2,liquid,0.848796296,ambient,high,8,NA,microplate,413.8486111,785.59
406,D,Synechococcus,0.1994,02-28-2012 14:34:00,2,liquid,0.848796296,high,high,8,NA,microplate,413.8486111,785.59
407,E,Synechococcus,0.1889,02-28-2012 14:34:00,2,liquid,0.848796296,high,high,8,NA,microplate,413.8486111,785.59
