assay,CO2 of rising,CO2 in chambers ppm,Assay CO2,Competition code,Diatom,Chlorophyte,Cyanobacteri,species,competitor,Competition,Fct competition,group,comp.coef,comp.coef.species
4,920,920,rising,13,,Pseudokirchneriella,,Pseudokirchneriella,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.110707
4,920,920,rising,13,,,,NA,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,920,rising,13,Nitzschia,,,Nitzschia,Pseudokirchneriella,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.048892431,0.04889
4,920,920,rising,13,,Pseudokirchneriella,,Pseudokirchneriella,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.048892
4,920,920,rising,13,,,,NA,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,360,ambient,14,Nitzschia,,,Nitzschia,Synechococcus,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.199691583,-0.19969
4,920,360,ambient,14,,,,NA,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,360,ambient,14,,,Synechococcus,Synechococcus,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.199691583
4,920,360,ambient,14,Nitzschia,,,Nitzschia,Synechococcus,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.131050098,-0.13105
4,920,360,ambient,14,,,,NA,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,360,ambient,14,,,Synechococcus,Synechococcus,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.131050098
4,920,360,ambient,14,Nitzschia,,,Nitzschia,Synechococcus,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.278992117,-0.27899
4,920,360,ambient,14,,,,NA,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,360,ambient,14,,,Synechococcus,Synechococcus,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.278992117
4,920,920,rising,14,Nitzschia,,,Nitzschia,Synechococcus,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.052064728,-0.05206
4,920,920,rising,14,,,,NA,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,920,rising,14,,,Synechococcus,Synechococcus,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.052064728
4,920,920,rising,14,Nitzschia,,,Nitzschia,Synechococcus,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.072562867,-0.07256
4,920,920,rising,14,,,,NA,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,920,rising,14,,,Synechococcus,Synechococcus,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.072562867
4,920,920,rising,14,Nitzschia,,,Nitzschia,Synechococcus,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,0.142607799,0.14261
4,920,920,rising,14,,,,NA,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,920,rising,14,,,Synechococcus,Synechococcus,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,-0.142607799
4,920,360,ambient,15,Nitzschia,,,Nitzschia,Anabaena,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.194889763,-0.19489
4,920,360,ambient,15,,,,NA,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,360,ambient,15,,,Anabaena,Anabaena,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.194889763
4,920,360,ambient,15,Nitzschia,,,Nitzschia,Anabaena,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.159346423,-0.15935
4,920,360,ambient,15,,,,NA,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,360,ambient,15,,,Anabaena,Anabaena,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.159346423
4,920,360,ambient,15,Nitzschia,,,Nitzschia,Anabaena,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.179017485,-0.17902
4,920,360,ambient,15,,,,NA,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,360,ambient,15,,,Anabaena,Anabaena,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.179017485
4,920,920,rising,15,Nitzschia,,,Nitzschia,Anabaena,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.028653499,-0.02865
4,920,920,rising,15,,,,NA,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,920,rising,15,,,Anabaena,Anabaena,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.028653499
4,920,920,rising,15,Nitzschia,,,Nitzschia,Anabaena,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.004545396,-0.00455
4,920,920,rising,15,,,,NA,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,920,rising,15,,,Anabaena,Anabaena,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.004545396
4,920,920,rising,15,Nitzschia,,,Nitzschia,Anabaena,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Diatom,0.046605101,0.04661
4,920,920,rising,15,,,,NA,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,920,rising,15,,,Anabaena,Anabaena,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,-0.046605101
4,920,360,ambient,17,,,,NA,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,360,ambient,17,,Scenedesmus,,Scenedesmus,Synechococcus, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,0.337914069,0.337914
4,920,360,ambient,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,-0.337914069
4,920,360,ambient,17,,,,NA,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,360,ambient,17,,Scenedesmus,,Scenedesmus,Synechococcus, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.121326344,-0.121326
4,920,360,ambient,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.121326344
4,920,360,ambient,17,,,,NA,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,360,ambient,17,,Scenedesmus,,Scenedesmus,Synechococcus, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.138134316,-0.138134
4,920,360,ambient,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.138134316
4,920,920,rising,17,,,,NA,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,920,rising,17,,Scenedesmus,,Scenedesmus,Synechococcus, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,0.116399139,0.116399
4,920,920,rising,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,-0.116399139
4,920,920,rising,17,,,,NA,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,920,rising,17,,Scenedesmus,,Scenedesmus,Synechococcus, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.036081111,-0.036081
4,920,920,rising,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.036081111
4,920,920,rising,17,,,,NA,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,920,rising,17,,Scenedesmus,,Scenedesmus,Synechococcus, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,0.280975857,0.280976
4,920,920,rising,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,-0.280975857
4,920,360,ambient,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,360,ambient,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.165309988,-0.16531
4,920,360,ambient,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.165309988
4,920,360,ambient,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,360,ambient,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.150678839,-0.150679
4,920,360,ambient,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.150678839
4,920,360,ambient,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,360,ambient,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.166621137,-0.166621
4,920,360,ambient,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.166621137
4,920,920,rising,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,920,rising,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,0.001214728,0.001215
4,920,920,rising,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,-0.001214728
4,920,920,rising,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,920,rising,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,0.068019161,0.068019
4,920,920,rising,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,-0.068019161
4,920,920,rising,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,920,rising,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.031510319,-0.03151
4,920,920,rising,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.031510319
4,920,360,ambient,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,360,ambient,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.090334837,-0.090335
4,920,360,ambient,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.090334837
4,920,360,ambient,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,360,ambient,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.164519835,-0.16452
4,920,360,ambient,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.164519835
4,920,360,ambient,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,360,ambient,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.145142687,-0.145143
4,920,360,ambient,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.145142687
4,920,920,rising,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,920,rising,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.097932492,-0.097932
4,920,920,rising,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.097932492
4,920,920,rising,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,920,rising,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.144861405,-0.144861
4,920,920,rising,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.144861405
4,920,920,rising,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,920,rising,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,0.200797072,0.200797
4,920,920,rising,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,-0.200797072
4,920,360,ambient,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,360,ambient,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.205628326,-0.205628
4,920,360,ambient,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.205628326
4,920,360,ambient,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,360,ambient,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.273708764,-0.273709
4,920,360,ambient,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.273708764
4,920,360,ambient,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,360,ambient,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.271169023,-0.271169
4,920,360,ambient,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.271169023
4,920,920,rising,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,920,rising,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.1135176,-0.113518
4,920,920,rising,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.1135176
4,920,920,rising,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,920,rising,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.140332122,-0.140332
4,920,920,rising,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.140332122
4,920,920,rising,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
4,920,920,rising,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.137281283,-0.137281
4,920,920,rising,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.137281283
5,1000,360,ambient,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.010452095,-0.01045
5,1000,360,ambient,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.010452
5,1000,360,ambient,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,360,ambient,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,0.024980853,0.02498
5,1000,360,ambient,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,-0.024981
5,1000,360,ambient,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,360,ambient,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,0.007946651,0.00795
5,1000,360,ambient,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,-0.007947
5,1000,360,ambient,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,1000,rising,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.036365973,-0.03637
5,1000,1000,rising,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.036366
5,1000,1000,rising,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,1000,rising,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.01701753,-0.01702
5,1000,1000,rising,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.017018
5,1000,1000,rising,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,1000,rising,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.031591566,-0.03159
5,1000,1000,rising,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.031592
5,1000,1000,rising,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,360,ambient,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.188930656,0.18893
5,1000,360,ambient,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.188931
5,1000,360,ambient,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,360,ambient,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.322603557,0.3226
5,1000,360,ambient,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.322604
5,1000,360,ambient,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,360,ambient,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.297278466,0.29728
5,1000,360,ambient,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.297278
5,1000,360,ambient,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,1000,rising,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.123271207,0.12327
5,1000,1000,rising,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.123271
5,1000,1000,rising,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,1000,rising,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.180520326,0.18052
5,1000,1000,rising,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.18052
5,1000,1000,rising,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,1000,rising,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.124298349,0.1243
5,1000,1000,rising,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.124298
5,1000,1000,rising,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,360,ambient,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.263581827,-0.26358
5,1000,360,ambient,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,360,ambient,10,,,Synechococcus,Synechococcus,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.263581827
5,1000,360,ambient,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.141348631,-0.14135
5,1000,360,ambient,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,360,ambient,10,,,Synechococcus,Synechococcus,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.141348631
5,1000,360,ambient,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.094827495,-0.09483
5,1000,360,ambient,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,360,ambient,10,,,Synechococcus,Synechococcus,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.094827495
5,1000,1000,rising,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.185097252,-0.1851
5,1000,1000,rising,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,1000,rising,10,,,Synechococcus,Synechococcus,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.185097252
5,1000,1000,rising,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.088425007,-0.08843
5,1000,1000,rising,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,1000,rising,10,,,Synechococcus,Synechococcus,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.088425007
5,1000,1000,rising,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.100253514,-0.10025
5,1000,1000,rising,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,1000,rising,10,,,Synechococcus,Synechococcus,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.100253514
5,1000,360,ambient,11,Navicula,,,Navicula,Anabaena,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.129717855,-0.12972
5,1000,360,ambient,11,,,,NA,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,360,ambient,11,,,Anabaena,Anabaena,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.129717855
5,1000,360,ambient,11,Navicula,,,Navicula,Anabaena,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.087506542,-0.08751
5,1000,360,ambient,11,,,,NA,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,360,ambient,11,,,Anabaena,Anabaena,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.087506542
5,1000,360,ambient,11,Navicula,,,Navicula,Anabaena,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.067927462,-0.06793
5,1000,360,ambient,11,,,,NA,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,360,ambient,11,,,Anabaena,Anabaena,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.067927462
5,1000,1000,rising,11,Navicula,,,Navicula,Anabaena,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.119783787,-0.11978
5,1000,1000,rising,11,,,,NA,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,1000,rising,11,,,Anabaena,Anabaena,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.119783787
5,1000,1000,rising,11,Navicula,,,Navicula,Anabaena,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.039079642,-0.03908
5,1000,1000,rising,11,,,,NA,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,1000,rising,11,,,Anabaena,Anabaena,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.039079642
5,1000,1000,rising,11,Navicula,,,Navicula,Anabaena,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.119743273,-0.11974
5,1000,1000,rising,11,,,,NA,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,1000,rising,11,,,Anabaena,Anabaena,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.119743273
5,1000,360,ambient,12,Nitzschia,,,Nitzschia,Scenedesmus,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,0.043939312,0.04394
